1509332346,29.383
1509332406,32.0651
1509332466,30.9072
1509332526,30.3469
1509332586,29.8412
1509332646,32.2517
1509332706,31.6687
1509332766,29.9079
1509332826,31.7279
1509332886,31.5245
1509332946,31.1029
1509333006,31.5108
1509333066,31.6642
1509333126,31.0849
1509333186,29.3449
1509333246,29.8841
1509333306,30.5552
1509333366,30.5808
1509333426,31.8764
1509333486,31.0122
1509333546,32.4229
1509333606,32.2746
1509333666,31.8404
1509333726,29.464
1509333786,31.859
1509333846,31.2321
1509333906,32.4332
1509333966,31.4263
1509334026,30.4101
1509334086,32.0062
1509334146,30.7374
1509334206,30.0262
1509334266,30.6492
1509334326,31.9113
1509334386,30.6731
1509334446,35.857
1509334506,36.7633
1509334566,29.9752
1509334626,31.4312
1509334686,30.991
1509334746,31.5997
1509334806,31.5232
1509334866,33.7242
1509334926,30.2862
1509334986,32.4748
1509335046,32.0358
1509335106,30.4032
1509335166,30.3853
1509335226,32.3942
1509335286,29.9686
1509335346,30.9865
1509335406,31.7171
1509335466,31.9214
1509335526,30.5826
1509335586,29.8145
1509335646,33.4355
1509335706,31.926
1509335766,32.4477
1509335826,30.6618
1509335886,33.3472
1509335946,31.943
1509336006,29.6213
1509336066,30.2403
1509336126,30.3697
1509336186,30.7997
1509336246,31.2135
1509336306,31.3825
1509336366,30.3404
1509336426,30.5667
1509336486,31.0694
1509336546,30.8424
