1509332346,56.2443
1509332406,54.6435
1509332466,56.6412
1509332526,56.1337
1509332586,57.1323
1509332646,54.23
1509332706,54.6211
1509332766,55.9188
1509332826,54.8167
1509332886,55.3062
1509332946,55.1027
1509333006,56.0008
1509333066,54.4884
1509333126,54.9834
1509333186,56.4818
1509333246,57.0675
1509333306,55.6603
1509333366,57.259
1509333426,53.9425
1509333486,55.4328
1509333546,53.6316
1509333606,54.3129
1509333666,53.2999
1509333726,55.6989
1509333786,53.8779
1509333846,54.8607
1509333906,54.2597
1509333966,53.4362
1509334026,57.1139
1509334086,55.0125
1509334146,54.8867
1509334206,56.4582
1509334266,54.8562
1509334326,54.9279
1509334386,55.2919
1509334446,92.2884
1509334506,108.558
1509334566,64.613
1509334626,58.2073
1509334686,62.8747
1509334746,61.8192
1509334806,63.21
1509334866,78.8755
1509334926,65.5076
1509334986,65.9935
1509335046,58.0573
1509335106,56.675
1509335166,56.8538
1509335226,53.3163
1509335286,56.8175
1509335346,57.5866
1509335406,55.0479
1509335466,57.2306
1509335526,58.6865
1509335586,57.4468
1509335646,67.0084
1509335706,54.5472
1509335766,54.5065
1509335826,58.6446
1509335886,69.7612
1509335946,53.919
1509336006,56.5314
1509336066,57.0193
1509336126,56.7752
1509336186,53.8594
1509336246,55.0112
1509336306,54.4636
1509336366,56.4173
1509336426,55.0242
1509336486,55.9709
1509336546,54.892
